id,host_id,neighbourhood_group,neighbourhood,room_type,latitude,longitude,price,price_capped,price_log10,minimum_nights,minimum_nights_capped,number_of_reviews,number_of_reviews_ltm,reviews_per_month,calculated_host_listings_count,availability_365,last_review,license
1128153872036940536,567687179,Isole,San Polo,Entire home/apt,45.43794,12.33492,200.0,200.0,2.3010299956639813,2,2,31,14,1.88,3,284,2025-09-07,IT027042C2LC9BHKJV
1128174613484545936,568374117,Terraferma,Villaggio San Marco,Private room,45.4838412247153,12.256188895341078,91.0,91.0,1.9590413923210936,1,1,7,5,0.51,12,106,2025-09-04,IT027042A1Y68T2LX7
1128209450206518924,567687179,Isole,San Polo,Entire home/apt,45.43863225974204,12.331700026988983,265.0,265.0,2.423245873936808,2,2,21,16,1.23,3,314,2025-09-05,IT027042C2MOB9NUKL
1128235554569507793,568374117,Terraferma,Villaggio San Marco,Private room,45.48345,12.25625,80.0,80.0,1.9030899869919435,1,1,55,32,3.38,12,104,2025-09-06,IT027042A1Y68T2LX7
1128244893720715302,568374117,Terraferma,Villaggio San Marco,Private room,45.48389,12.25483,102.0,102.0,2.0086001717619175,1,1,25,25,4.93,12,107,2025-08-23,IT027042A1Y68T2LX7
1128659091413073167,532549621,Terraferma,Piave 1860,Private room,45.4826949,12.2367964,46.0,46.0,1.662757831681574,1,1,88,59,5.34,3,150,2025-08-27,IT027042B49ZQYZDOU
1128841315755111584,136220490,Terraferma,Santa Barbara,Entire home/apt,45.48643281299843,12.216032030688474,93.0,93.0,1.968482948553935,2,2,52,10,3.06,1,0,2024-10-29,IT027042C26Y977HEE
1129058751953057388,517870164,Terraferma,Carpenedo,Entire home/apt,45.50181,12.24612,109.0,109.0,2.037426497940624,1,1,29,20,1.82,3,343,2025-09-04,IT027042B45GRZ3VJ3
1129276668164500275,213572842,Isole,San Polo,Private room,45.43881,12.32718,343.0,343.0,2.5352941200427703,31,31,0,0,,1,269,,
1129489948474967452,571011219,Isole,Castello,Entire home/apt,45.4336,12.34929,132.0,132.0,2.12057393120585,1,1,85,54,5.19,1,326,2025-08-28,IT027042C2TQJZV9KR
1129662021093935394,571055060,Isole,San Pietro in Volta,Entire home/apt,45.32097,12.31787,157.0,157.0,2.1958996524092336,2,2,21,9,1.25,1,348,2025-08-24,IT027042C2IHNBSF4P
1129771579783736590,91932961,Terraferma,Piave 1860,Entire home/apt,45.4848619,12.2347311,72.0,72.0,1.8573324964312685,1,1,4,1,0.26,6,275,2024-10-06,IT027042B4DNT74JVF
1130170853222304351,118057111,Isole,Alberoni,Entire home/apt,45.3470849,12.3180916,170.0,170.0,2.230448921378274,2,2,7,2,0.43,2,353,2025-06-14,IT027042C2R7MQA2VM
1130303866671637604,446310345,Isole,Cannaregio,Entire home/apt,45.44528,12.3232,162.0,162.0,2.2095150145426308,2,2,51,32,3.23,1,100,2025-08-17,IT027042C27Z7JELCO
1130363836773968721,571230544,Isole,Cannaregio,Entire home/apt,45.4423115,12.3403818,162.0,162.0,2.2095150145426308,2,2,15,11,0.92,1,140,2025-09-06,IT027042C2R64ZCWVS
1130434089998644460,571252859,Isole,Cannaregio,Entire home/apt,45.44296947853378,12.323769740760326,1650.0,1343.9599999999991,3.2174839442139063,31,31,0,0,,1,365,,
1130514816412477011,548430746,Terraferma,Piave 1860,Entire home/apt,45.4866171,12.2327234,80.0,80.0,1.9030899869919435,2,2,39,24,2.27,2,239,2025-08-31,IT027042C2ACFW39VJ
1130606562300306462,569547955,Isole,Santa Croce,Private room,45.44091,12.32856,93.0,93.0,1.968482948553935,2,2,0,0,,5,263,,IT027042B4BBHFSKNH
1131105287780837590,255381872,Isole,Cannaregio,Entire home/apt,45.44494,12.32203,178.0,178.0,2.250420002308894,2,2,26,12,1.58,7,253,2025-08-28,IT027042B4KW72FB9P
1131112817297579738,504873363,Terraferma,Piave 1860,Private room,45.48398307576394,12.238109050111731,62.0,62.0,1.792391689498254,1,1,2,0,0.13,8,364,2024-08-17,IT027042C2NQWZ8KNF
1131125337168160827,504873363,Terraferma,Piave 1860,Private room,45.48354572048148,12.23676193411444,62.0,62.0,1.792391689498254,1,1,19,13,1.1,8,337,2025-08-07,IT027042C2NQWZ8KNF
1131172447334532308,504873363,Terraferma,Piave 1860,Private room,45.48417512456281,12.237348070558715,53.0,53.0,1.7242758696007892,1,1,63,50,3.67,8,340,2025-09-09,IT027042C2NQWZ8KNF
1131175921931285523,504873363,Terraferma,Piave 1860,Private room,45.48350744141607,12.236723202222292,53.0,53.0,1.7242758696007892,1,1,65,53,3.88,8,341,2025-09-09,IT027042C2NQWZ8KNF
1131576716639205009,571534206,Isole,Castello,Entire home/apt,45.434428101026455,12.34143841146996,247.0,247.0,2.392696953259666,2,2,34,9,2.05,1,336,2025-06-04,IT027042B4HQMBE256
1131669161426705042,3736168,Isole,Dorsoduro,Entire home/apt,45.43335827279185,12.323816369975296,271.0,271.0,2.432969290874406,1,1,31,28,1.91,25,347,2025-09-02,IT027042C2WM44HJXA
1131678443792953843,96221395,Isole,Castello,Entire home/apt,45.4364066,12.3442093,271.0,271.0,2.432969290874406,1,1,43,30,2.57,50,183,2025-09-03,IT027042C2P5ILCI5K
1131768209645972266,523625261,Isole,Cannaregio,Entire home/apt,45.44474,12.32877,159.0,159.0,2.2013971243204513,1,1,41,40,2.84,5,69,2025-08-28,IT027042B432259VBO
1131815996341157518,571553924,Isole,San Polo,Entire home/apt,45.4375209,12.3303909,178.0,178.0,2.250420002308894,3,3,26,16,1.56,2,48,2025-08-24,IT027042C2U5AMRGPW
1131822599409891683,571587721,Isole,Cannaregio,Entire home/apt,45.4445762,12.3293232,104.0,104.0,2.0170333392987803,2,2,110,71,6.69,1,188,2025-08-28,IT027042B4PHNFXU29
1131969623898996999,12532301,Isole,San Marco,Entire home/apt,45.43443,12.3327,157.0,157.0,2.1958996524092336,4,4,51,32,3.1,1,239,2025-09-08,IT027042CZYUE2KB2
1132355087596960427,571717514,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.4987395,12.2410412,131.0,131.0,2.1172712956557644,2,2,64,40,4.16,1,24,2025-09-08,IT027042C2RCJBH845
1132425637187535747,571731177,Isole,San Polo,Entire home/apt,45.4377,12.32948,148.0,148.0,2.1702617153949575,2,2,2,2,0.17,1,211,2025-08-17,It027042c2qclb9lxb
1132504502389202001,41023189,Isole,Murano,Private room,45.45365,12.35311,99.0,99.0,1.99563519459755,3,3,25,14,1.47,1,168,2025-09-06,IT027042C26JNST9CX
1132512729864313080,410220753,Isole,Castello,Entire home/apt,45.4350766,12.3488353,9999.0,1343.9599999999991,3.9999565683801923,1,1,4,1,0.25,2,82,2024-10-24,IT027042B4CQO8BQ7D
1132535354027633596,567687179,Isole,San Marco,Entire home/apt,45.4357197,12.3383083,201.0,201.0,2.303196057420489,2,2,20,13,1.2,3,336,2025-09-03,IT027042C23Y9YI8FP
1133055684949236137,5618111,Isole,Dorsoduro,Entire home/apt,45.43332,12.32034,219.0,219.0,2.3404441148401185,1,1,30,25,1.86,77,299,2025-09-09,IT027042C2Q2LFAWND
1133109670888736134,52208767,Isole,Lido,Entire home/apt,45.40343,12.36346,97.0,97.0,1.9867717342662448,2,2,23,11,1.36,10,254,2025-07-31,IT027042C2BFXLHG8Z
1133161855343308845,571903165,Isole,Cannaregio,Entire home/apt,45.44197,12.3365,141.0,141.0,2.1492191126553797,2,2,119,77,7.01,1,258,2025-09-08,IT027042B4DAWES3SS
1133207254571805076,548871833,Isole,Dorsoduro,Entire home/apt,45.42961,12.3313,73.0,73.0,1.863322860120456,31,31,0,0,,2,197,,
1133217599609383527,548871833,Isole,San Marco,Entire home/apt,45.43176404277095,12.330914325272412,97.0,97.0,1.9867717342662448,31,31,1,1,0.33,2,364,2025-06-12,
1133236941948318647,2634978,Isole,Cannaregio,Entire home/apt,45.44365,12.334,250.0,250.0,2.3979400086720375,1,1,16,7,0.97,142,244,2025-08-24,IT027042B4KR3FGM98
1133240139943305054,571922788,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.49482740708369,12.230836562812328,108.0,108.0,2.03342375548695,2,2,74,45,4.34,1,113,2025-09-02,IT027042C2FFLRCJ79
1133406627410715320,72445649,Isole,Castello,Entire home/apt,45.43690474752555,12.347011440653697,156.0,156.0,2.1931245983544616,3,3,37,23,2.18,18,266,2025-09-04,IT027042C27BMAMRZA
1134515034450761559,572208548,Terraferma,Piave 1860,Private room,45.4860616,12.2346818,43.0,43.0,1.6334684555795866,31,31,66,20,3.93,5,361,2024-12-29,IT027042C2ZSAJR4MJ
1134532765975756746,13990376,Isole,San Polo,Entire home/apt,45.4394304,12.3328991,188.0,188.0,2.27415784926368,3,3,71,44,4.19,6,65,2025-09-03,IT027042C2G7YHRLG4
1134696171504382278,517184109,Terraferma,Piave 1860,Private room,45.48637,12.23449,44.0,44.0,1.6434526764861874,1,1,34,23,2.12,17,248,2025-08-05,IT027042C2ZDGG2L5U
1134740567393947669,46904188,Isole,Dorsoduro,Entire home/apt,45.43366196764129,12.316792277909869,187.0,187.0,2.271841606536499,3,3,1,0,0.06,18,268,2024-05-27,IT027042C2ZLJ69HL3
1134812688571147108,63258474,Isole,San Polo,Entire home/apt,45.438352309679146,12.324685379862784,170.0,170.0,2.230448921378274,2,2,35,21,2.06,1,258,2025-06-09,IT027042C2WK2BO68O
1134845333276481551,454125287,Terraferma,Marghera,Private room,45.48054,12.23316,92.0,92.0,1.9637878273455553,1,1,91,61,5.35,4,254,2025-09-09,IT027042C2DG4A73TN
1134865077836165168,2977456,Isole,Murano,Entire home/apt,45.45580557793426,12.349215028172312,80.0,80.0,1.9030899869919435,2,2,26,9,1.85,1,193,2025-09-07,IT027042C25Y33VPZE
1135312160203456785,28542421,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.49827,12.23985,209.0,209.0,2.320146286111054,2,2,7,0,0.42,2,353,2024-07-24,IT027042C2MQWOO5CU
1135368415024631914,572400571,Isole,Castello,Entire home/apt,45.43217203765152,12.35479780133766,146.0,146.0,2.164352855784437,2,2,54,46,3.2,2,315,2025-08-27,IT027042C2C5GXPN8J
1135396132337109601,252079253,Isole,Murano,Entire home/apt,45.45969,12.35826,160.0,160.0,2.204119982655925,1,1,10,6,0.59,4,356,2025-04-26,IT027042C2BMQM7RA9
1135412179379964715,173200514,Isole,Cannaregio,Entire home/apt,45.44658757894911,12.33270846604928,132.0,132.0,2.12057393120585,1,1,34,22,2.11,73,315,2025-08-30,IT027042B4U7663IAG
1135630967783011691,572503963,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.4918051,12.2441248,101.0,101.0,2.0043213737826426,2,2,56,41,3.44,4,123,2025-09-05,IT027042C29ENHN56Z
1136008986903987154,350161749,Isole,Cannaregio,Entire home/apt,45.44183865900607,12.33403116817429,150.0,150.0,2.1760912590556813,2,2,21,20,1.69,15,322,2025-08-24,IT027042B4D994HMPR
1136110683489099774,3972291,Isole,Dorsoduro,Entire home/apt,45.43337326112772,12.314112109863858,280.0,280.0,2.4471580313422194,3,3,10,7,0.61,50,345,2025-07-31,IT027042B4GL6XI682
1136118482200963905,3972291,Isole,San Marco,Entire home/apt,45.43362,12.32822,279.0,279.0,2.4456042032735974,3,3,12,9,0.74,50,293,2025-07-27,IT027042B4TFCKAJ7P
1136179732695200867,451762594,Isole,Castello,Entire home/apt,45.43172190144446,12.35713290396794,90.0,90.0,1.9542425094393248,2,2,72,49,4.38,4,322,2025-08-07,IT027042B43CIJCIUL
1136691724021653573,572400571,Isole,Castello,Entire home/apt,45.43172029999999,12.3539876,119.0,119.0,2.075546961392531,2,2,57,43,3.64,2,319,2025-08-12,it027042C2E7JRSU8U
1136786448085677953,524432489,Isole,San Polo,Entire home/apt,45.4361449,12.3284856,226.0,226.0,2.3541084391474008,2,2,39,32,2.67,39,43,2025-09-09,IT027042C25DE8ZIDT
1136787447889389848,524432489,Isole,Giudecca,Entire home/apt,45.42496,12.33708,100.0,100.0,2.0,3,3,21,5,1.24,39,76,2025-06-11,IT027042C2RQK258RT
1136845823569540725,110584405,Terraferma,Aeroporto,Private room,45.50145,12.33125,251.0,251.0,2.399673721481038,1,1,3,2,0.22,7,95,2024-11-22,IT027042B4TDP8CF3K
1136852730795878024,129702539,Isole,Santa Croce,Entire home/apt,45.44027,12.32923,291.0,291.0,2.4638929889859074,1,1,61,45,3.64,1,54,2025-09-07,IT015248C2BK5UPEZF
1136858123606177859,110584405,Terraferma,Aeroporto,Private room,45.50233328842527,12.33121166417555,278.0,278.0,2.444044795918076,1,1,4,4,0.43,7,83,2025-05-10,IT027042B4QGSEVXLE
1136895557536726354,504873363,Terraferma,Piave 1860,Entire home/apt,45.48383,12.23856,146.0,146.0,2.164352855784437,1,1,2,1,0.12,8,253,2024-10-13,IT027042C2QANYQPZF
1136929591598530092,69847751,Isole,Cannaregio,Entire home/apt,45.4427058,12.3368921,128.0,128.0,2.1072099696478683,2,2,83,57,5.01,1,325,2025-08-25,IT027042B4UQU2KEAB
1137427488568986168,479619017,Isole,Cannaregio,Entire home/apt,45.44710078432695,12.332127504050732,112.0,112.0,2.0492180226701815,2,2,7,7,0.62,1,38,2025-08-31,IT027042C2HOYXU47J
1137502207415842337,6039677,Isole,Dorsoduro,Entire home/apt,45.43015,12.32618,214.0,214.0,2.330413773349191,1,1,13,8,0.82,66,321,2025-07-23,IT027042C2T2MTYEYB
1137565016314048592,541283955,Isole,Lido,Entire home/apt,45.39679,12.36021,111.0,111.0,2.0453229787866576,10,10,32,25,2.15,1,38,2025-08-19,IT027042C2YRP3EASY
1137703859333747796,6039677,Isole,Cannaregio,Entire home/apt,45.44138,12.3376,363.0,363.0,2.5599066250361124,1,1,12,8,0.75,66,45,2025-07-27,IT027042C2CEFMSQAF
1137833297104074995,2508340,Isole,Cannaregio,Entire home/apt,45.44529472699458,12.32817438836058,148.0,148.0,2.1702617153949575,3,3,32,19,1.94,20,315,2025-08-15,IT027042B4TATT3ZTL
1138164411197049674,40966971,Isole,Castello,Entire home/apt,45.43369742335378,12.35744521665496,326.0,326.0,2.513217600067939,2,2,20,10,1.19,1,90,2024-11-01,IT027042BAK6CWB4ON
1138269954969870776,360138561,Isole,San Polo,Private room,45.43612586709431,12.328111267211913,150.0,150.0,2.1760912590556813,1,1,39,28,2.32,5,86,2025-08-08,IT027042B4AGTXOPU5
1138271731132354126,350161749,Isole,Cannaregio,Private room,45.44335,12.32766,130.0,130.0,2.113943352306837,2,2,24,9,1.43,15,46,2025-07-06,IT027042B4HEKCMW3j
1138299913700669740,360138561,Isole,San Polo,Entire home/apt,45.43614092402607,12.328089809539792,190.0,190.0,2.278753600952829,1,1,88,66,5.37,5,82,2025-08-27,IT027042B4AGTXOPU5
1138362021269310848,573148435,Terraferma,Piave 1860,Entire home/apt,45.49151,12.23053,107.0,107.0,2.0293837776852097,2,2,15,12,0.9,1,105,2025-08-31,IT027042C2D5PFVACC
1138419410649688342,72445649,Isole,Castello,Entire home/apt,45.43238667208323,12.351030650926216,138.0,138.0,2.1398790864012365,1,1,53,37,3.22,18,250,2025-09-06,IT027042C26DAFZLQ7
1138486952683861857,573187702,Terraferma,Carpenedo,Entire home/apt,45.5034794,12.2640112,72.0,72.0,1.8573324964312685,3,3,32,20,1.96,1,277,2025-09-07,IT027042C2BSEDV67Z
1138525185921733968,321485673,Isole,Cannaregio,Entire home/apt,45.44264,12.33025,216.0,216.0,2.3344537511509307,365,31,1,0,0.08,4,229,2024-09-01,IT027042B4RH5N5RR3
1139062396754014137,572503963,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.4918051,12.2441248,101.0,101.0,2.0043213737826426,2,2,18,8,1.19,4,140,2025-09-06,IT027042B4ETHHXTS4
1139078937028389479,12113015,Isole,Giudecca,Entire home/apt,45.42784530433514,12.318702566270442,180.0,180.0,2.255272505103306,3,3,15,12,0.92,18,325,2025-09-07,IT027042C23OA3ZIJI
1140394179864186877,571188297,Isole,San Polo,Entire home/apt,45.4376096265076,12.328596711158752,280.0,280.0,2.4471580313422194,2,2,107,83,6.99,1,173,2025-09-05,IT027042C2YSXSPYE8
1140436897707819435,122440913,Terraferma,Piave 1860,Private room,45.48170761808039,12.23524962626523,48.0,48.0,1.6812412373755872,1,1,93,66,5.58,3,339,2025-09-02,IT027042C24SD15B7D
1141268140363041274,551029373,Terraferma,Favaro,Private room,45.51256,12.29252,85.0,85.0,1.9294189257142929,1,1,75,62,4.69,5,336,2025-08-16,IT027042B4TVVPUVQQ
1141307998735534798,524432489,Isole,San Polo,Entire home/apt,45.4361449,12.3284856,104.0,104.0,2.0170333392987803,2,2,52,42,3.15,39,27,2025-09-03,IT027042C27Y5L8MRK
1141784279123343945,76906706,Terraferma,Zelarino,Entire home/apt,45.52003560096699,12.205115104237027,70.0,70.0,1.845098040014257,3,3,1,0,0.06,1,70,2024-05-06,IT027042C266ANK8AW
1141832358859958290,68564211,Isole,San Marco,Entire home/apt,45.434851362795385,12.331185229594285,194.0,194.0,2.287801729930226,2,2,65,50,4.13,27,201,2025-09-04,IT027042B4TZA3YFZV
1141913626198357996,572208548,Terraferma,Piave 1860,Private room,45.485991,12.2346938,42.0,42.0,1.6232492903979006,31,31,43,18,2.57,5,358,2024-12-31,IT027042C2ZSAJR4MJ
1141987562640286537,551029373,Terraferma,Favaro,Private room,45.51256,12.29252,94.0,94.0,1.9731278535996986,1,1,89,63,5.52,5,320,2025-08-13,IT027042B4TVVPUVQQ
1142122389161898431,574065541,Terraferma,Bissuola,Entire home/apt,45.4937436,12.2611902,122.0,122.0,2.0863598306747484,1,1,40,29,2.42,1,143,2025-08-24,IT027042B4QUX7RGU8
1142443875412670775,574137231,Isole,Castello,Entire home/apt,45.43308234799929,12.359244637191296,101.0,101.0,2.0043213737826426,2,2,36,24,2.48,1,246,2025-09-07,IT027042B4H6T5PH7F
1142530791009097271,574152662,Terraferma,Marghera,Entire home/apt,45.4756001,12.2266208,118.0,118.0,2.0718820073061255,1,1,72,44,4.42,1,163,2025-09-07,IT027042C2TX8SHB7W
1142686760003174720,193371017,Isole,Castello,Entire home/apt,45.4350785,12.345016,178.0,178.0,2.250420002308894,1,1,55,38,3.37,1,66,2025-07-13,IT027042C2ONXDR8DH
1142760937725856637,551029373,Terraferma,Favaro,Private room,45.51256350000001,12.2925198,99.0,99.0,1.99563519459755,1,1,6,5,0.38,5,329,2025-06-17,IT027042B4TVVPUVQQ
1142766527139752356,551029373,Terraferma,Favaro,Private room,45.51256350000001,12.2925198,108.0,108.0,2.03342375548695,1,1,28,14,1.71,5,336,2025-07-25,IT027042B4TVVPUVQQ
1142861459710800431,572503963,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.492361653841,12.24414625767213,105.0,105.0,2.0211892990699383,2,2,9,5,0.57,4,138,2025-09-04,IT027042C2H8BRT3QE
1142868077398602328,532549621,Terraferma,Piave 1860,Private room,45.4826949,12.2367964,63.0,63.0,1.7993405494535817,1,1,72,54,4.42,3,141,2025-09-06,IT027042B49ZQYZDOU
1142896149641648145,532549621,Terraferma,Piave 1860,Private room,45.48274374771478,12.236815877258778,46.0,46.0,1.662757831681574,1,1,71,36,4.35,3,166,2025-08-13,IT027042B49ZQYZDOU
1144158094207221453,239158074,Isole,Santa Croce,Entire home/apt,45.44042,12.32958,843.0,843.0,2.9258275746247424,1,1,0,0,,5,194,,IT027042C2PLSU5NPW
1144198234931817223,392236333,Terraferma,San Lorenzo XXV Aprile,Private room,45.4921431,12.2360525,78.0,78.0,1.8920946026904804,1,1,6,6,0.53,4,269,2025-06-01,IT027042C2DTTMNFVG
1144215244576791512,30793225,Terraferma,Piave 1860,Entire home/apt,45.4858474,12.2330072,153.0,153.0,2.184691430817599,3,3,46,33,2.99,1,222,2025-09-07,IT027042C2SMYEWDSB
1144782101988804907,574645065,Isole,San Marco,Entire home/apt,45.43198718393209,12.332412238623052,800.0,800.0,2.9030899869919438,1,1,7,1,0.43,1,196,2024-11-03,IT027042C2KNAIVE3M
1144821766157445572,507356316,Isole,Santa Croce,Private room,45.44027,12.32637,121.0,121.0,2.08278537031645,2,2,14,9,0.91,10,88,2025-08-12,IT027042B4HEKCMW3J
1145345572218480361,17596589,Isole,San Marco,Private room,45.43667519355745,12.335093880487058,112.0,112.0,2.0492180226701815,1,1,0,0,,4,82,,IT027042CILTXW7CGC
1145375784676350252,65876025,Isole,Lido,Entire home/apt,45.42067,12.37718,105.0,105.0,2.0211892990699383,2,2,24,19,1.74,13,250,2025-08-27,IT027042B4PNBQKP7N
1145441366649062175,149185957,Isole,Cannaregio,Entire home/apt,45.4402693,12.3394964,214.0,214.0,2.330413773349191,2,2,23,17,1.59,2,281,2025-08-24,It027042c2bymdsrxw
1145614390928087638,27108798,Isole,Castello,Entire home/apt,45.4307087,12.3561135,110.0,110.0,2.041392685158225,3,3,24,16,1.67,1,44,2025-09-06,IT027042C22RNIUYL8
1146115656467471019,574975996,Isole,Cannaregio,Entire home/apt,45.4461844,12.3262306,224.0,224.0,2.3502480183341627,1,1,55,35,3.48,1,79,2025-09-05,IT027042B4YKWLW24K
1146215354065729928,65876025,Terraferma,Piave 1860,Private room,45.484627375698366,12.237524288765272,67.0,67.0,1.8260748027008264,2,2,33,23,2.29,13,271,2025-08-26,IT027042B4IPZ6FBRK
1146235880517350529,329682600,Terraferma,Piave 1860,Private room,45.48245190000001,12.2378596,65.0,65.0,1.8129133566428555,31,31,3,0,0.19,4,253,2024-07-01,
1146414394831022231,65876025,Terraferma,Piave 1860,Private room,45.48300328105687,12.236157079968642,65.0,65.0,1.8129133566428555,2,2,52,42,3.45,13,265,2025-09-02,IT027042B4IPZ6FBRK
1146481357864363038,575068425,Isole,San Marco,Private room,45.433457,12.3360541,272.0,272.0,2.4345689040341987,1,1,0,0,,3,76,,IT027042B4HLES3J3Q
1146967219552598734,403471884,Isole,Castello,Entire home/apt,45.43212,12.35536,131.0,131.0,2.1172712956557644,2,2,47,36,2.89,1,142,2025-08-23,IT027042B423BBKBCH
1147046732275847975,573448751,Terraferma,Zelarino,Entire home/apt,45.5116682,12.2033526,79.0,79.0,1.8976270912904414,2,2,51,41,3.19,2,329,2025-09-06,IT027042C2U7FSOLLY
1147052347625052850,573448751,Terraferma,Zelarino,Entire home/apt,45.51225419279076,12.204362699769296,72.0,72.0,1.8573324964312685,2,2,73,52,4.49,2,325,2025-09-05,IT027042C2U7FSOLLY
1147529050389901865,575345190,Isole,Giudecca,Entire home/apt,45.4282189,12.3202931,141.0,141.0,2.1492191126553797,2,2,16,11,1.01,1,128,2025-06-21,IT027042C2MSNRF4YL
1147553254762112913,3972291,Isole,Castello,Entire home/apt,45.4363080447437,12.346448790169388,1587.0,1343.9599999999991,3.2005769267548483,3,3,2,1,0.16,50,0,2025-01-01,IT027042C2VECAUC54
1147630734682341050,96221395,Isole,Dorsoduro,Entire home/apt,45.435,12.3187995,114.0,114.0,2.0569048513364727,1,1,40,24,2.45,50,193,2025-07-21,IT027042C2OJ9NR5W6
1147843531660265854,6039677,Isole,San Marco,Entire home/apt,45.43373,12.3321,313.0,313.0,2.4955443375464483,1,1,10,8,0.68,66,274,2025-08-05,IT027042B4N5MV9MZ6
1148300338274024987,6039677,Isole,Cannaregio,Entire home/apt,45.44214,12.33729,208.0,208.0,2.3180633349627615,1,1,17,8,1.06,66,317,2025-08-18,IT027042C2TBDTPE5A
1148300447080620308,6039677,Isole,Cannaregio,Entire home/apt,45.44214,12.33731,191.0,191.0,2.2810333672477277,1,1,9,6,0.55,66,343,2025-09-02,IT027042C2TBDTPE5A
1148331364771766628,48003070,Isole,Castello,Entire home/apt,45.4351862,12.3478234,112.0,112.0,2.0492180226701815,3,3,41,29,2.69,3,137,2025-08-08,IT027042C25NXAJG6Q
1148630061800522800,4903462,Isole,Dorsoduro,Entire home/apt,45.4337251,12.3228205,336.0,336.0,2.526339277389844,1,1,153,112,9.54,2,327,2025-09-05,IT027042C2DY9T9ETX
1149778015887132245,31922692,Isole,Castello,Entire home/apt,45.43761672487504,12.33939808074107,248.0,248.0,2.3944516808262164,2,2,43,32,2.69,15,245,2025-08-16,IT027042C2XKT2RJPJ
1149811395005690362,575874100,Isole,Cannaregio,Entire home/apt,45.44684,12.32559,133.0,133.0,2.123851640967086,2,2,19,6,1.19,2,128,2025-08-22,IT027042B4CY5O7V8F
1150863537562721407,120967929,Isole,San Marco,Entire home/apt,45.4363875,12.3355487,189.0,189.0,2.2764618041732443,2,2,53,39,3.4,2,90,2025-09-09,IT027042C20PX9QBED
1151356839669861774,576289277,Isole,Lido,Entire home/apt,45.4009398,12.3629259,254.0,254.0,2.404833716619938,3,3,6,4,0.42,1,289,2025-07-27,IT027042C246DVX82Q
1152019846632831609,122440913,Terraferma,Piave 1860,Private room,45.481815,12.2353384,54.0,54.0,1.7323937598229686,1,1,52,45,3.4,3,345,2025-09-07,IT027042C24SD15B7D
1152103845653606194,569826219,Terraferma,Altobello,Private room,45.48588102079911,12.246365087272055,61.0,61.0,1.7853298350107671,1,1,4,4,1.88,9,92,2025-08-10,IT027042B4KN2QLR4N
1152108511285941995,569826219,Terraferma,Piave 1860,Private room,45.48652198159327,12.242890716573063,44.0,44.0,1.6434526764861874,1,1,2,2,1.11,9,64,2025-08-16,IT027042B45FAYNSPJ
1152363448044071117,37356947,Terraferma,Piave 1860,Private room,45.48676,12.23487,46.0,46.0,1.662757831681574,1,1,12,6,0.79,15,350,2025-06-23,IT027042B4JGQ4V8IW
1152793607176917881,576644886,Isole,Castello,Entire home/apt,45.43484319338934,12.347919590583553,148.0,148.0,2.1702617153949575,2,2,46,39,2.96,1,142,2025-09-07,IT027042C2T2ENJ9UR
1153612225066357985,452818492,Isole,Lido,Entire home/apt,45.41429,12.3682,124.0,124.0,2.093421685162235,3,3,12,12,1.02,1,149,2025-09-03,IT027042C2TYQV3ELU
1154113653695836488,407422981,Isole,Cannaregio,Private room,45.4422241,12.3389352,124.0,124.0,2.093421685162235,1,1,13,11,0.93,6,323,2025-08-18,IT027042B4ES24THIE
1154146856988104285,238644443,Isole,Castello,Entire home/apt,45.43942,12.3452,122.0,122.0,2.0863598306747484,2,2,52,41,3.25,12,63,2025-08-18,IT027042B4Z6NYXT4Z
1154226600204779461,445788473,Isole,San Marco,Entire home/apt,45.43401490000001,12.3354172,167.0,167.0,2.2227164711475833,1,1,63,48,4.27,5,144,2025-08-27,IT027042C28LUHIFB5
1154324351843059921,576996568,Isole,Cannaregio,Entire home/apt,45.44529477260601,12.327737606745902,154.0,154.0,2.187520720836463,2,2,49,44,3.09,1,207,2025-09-09,IT027042B4SI3GDMKF
1154523746985283378,28343543,Isole,San Marco,Entire home/apt,45.43226804405113,12.331204488873482,209.0,209.0,2.320146286111054,2,2,11,8,0.7,5,49,2025-06-09,IT027042C2G5357YXU
1154989947281270505,131261322,Terraferma,Piave 1860,Private room,45.48483,12.2309,53.0,53.0,1.7242758696007892,1,1,46,24,2.86,4,226,2025-07-18,IT027042B42XAWGE8M
1155006250823627046,7484756,Isole,Cannaregio,Entire home/apt,45.44414173930919,12.32552646206431,89.0,89.0,1.9493900066449128,31,31,0,0,,1,274,,
1155632546590132870,2627280,Isole,Sant'Elena,Entire home/apt,45.42626924815039,12.36209649592638,82.0,82.0,1.9138138523837167,3,3,52,41,3.74,1,280,2025-08-26,IT027042C2JTVDOWJG
1155828232306536937,571553924,Isole,San Polo,Entire home/apt,45.4375209,12.3303909,122.0,122.0,2.0863598306747484,3,3,21,19,1.33,2,243,2025-08-18,IT027042C2U5AMRGPW
1155960875968885439,13019431,Isole,Cannaregio,Entire home/apt,45.44616,12.32622,144.0,144.0,2.1583624920952498,7,7,2,0,0.13,10,0,2024-08-15,IT027042C2IJKPXZDI
